Species,IUCN.Red.List.Status,iucn_2cat,Order,Family,Genus,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Development,migrations_reported,dispersal_dist_max_m,home_range_max_m2,breeding_habitat,breeding_habitat_2cat,incubation_period_min_d,incubation_period_max_d,larval_period_min_d,larval_period_max_d,larval_period_4cat,neoteny,dessication_avoidance_reported,inactive_during_cold_reported,pi_cytb_5up,Slope_Max,Slope_Min,Slope_Mean,Slope_SD,Alt_Max,Alt_Min,Alt_Average,Alt_SD,Bio1_Max,Bio1_Min,Bio1_Average,Bio1_SD,Bio10_Max,Bio10_Min,Bio10_Average,Bio10_SD,Bio11_Max,Bio11_Min,Bio11_Average,Bio11_SD,Bio12_Max,Bio12_Min,Bio12_Average,Bio12_SD,Bio13_Max,Bio13_Min,Bio13_Average,Bio13_SD,Bio14_Max,Bio14_Min,Bio14_Average,Bio14_SD,Bio15_Max,Bio15_Min,Bio15_Average,Bio15_SD,Bio16_Max,Bio16_Min,Bio16_Average,Bio16_SD,Bio17_Max,Bio17_Min,Bio17_Average,Bio17_SD,Bio18_Max,Bio18_Min,Bio18_Average,Bio18_SD,Bio19_Max,Bio19_Min,Bio19_Average,Bio19_SD,Bio2_Max,Bio2_Min,Bio2_Average,Bio2_SD,Bio3_Max,Bio3_Min,Bio3_Average,Bio3_SD,Bio4_Max,Bio4_Min,Bio4_Average,Bio4_SD,Bio5_Max,Bio5_Min,Bio5_Average,Bio5_SD,Bio6_Max,Bio6_Min,Bio6_Average,Bio6_SD,Bio7_Max,Bio7_Min,Bio7_Average,Bio7_SD,Bio8_Max,Bio8_Min,Bio8_Average,Bio8_SD,Bio9_Max,Bio9_Min,Bio9_Average,Bio9_SD,Total_Area,Lat_min,Lat_max,GBIF_occurrences,gbif_corrected,gbif_thinned,subsampPREthin,SDM_dataset,cytb5up,Lat_Extent,Lat_Midpoint,Elev_Extent,Elev_Midpoint,Slope_Range,gene,n_ind,n_bp,pi,FST_msat,AR_msat,median_pi_n5,overall_pi,hdi.lower95,cur.area.95,lgm.area.95,overlap.area.95,overlap.index.95,rel.range.size.95,hdi.lower99,cur.area.99,lgm.area.99,overlap.area.99,overlap.index.99,rel.range.size.99
Rana luteiventris,Least Concern (LC),LC,Anura,Ranidae,Rana,1,4,101,13,150,2400,1,2.1,2.1,larval,yes,6500,NA,permanent,aquatic,8,21,60,150,mid,no,yes,yes,1,0.248516947,0,0.038278963,0.030383648,3758,9,1460.106945,580.1337507,123,-67,34.57275416,37.00904338,239,25,137.5909588,39.06949128,26,-171,-66.65921267,41.10672522,3900,119,591.7135479,415.7346222,594,14,75.88490057,63.57930501,161,4,27.69141094,20.76796664,74,5,28.70539388,9.966323229,1469,37,203.4898637,155.4075582,559,13,97.65320161,66.77094918,822,26,140.2613364,80.5751085,1123,13,162.9833919,124.3901836,190,48,130.9236028,28.91239665,48,25,34.88532916,4.898623827,10739,3850,7980.640354,922.181289,364,99,235.7267272,54.71582018,-3,-242,-131.4769201,44.07705338,486,156,367.2036474,46.48548635,217,-135,25.29366321,74.76449899,239,-121,47.80642465,94.1581279,1322496.603,38.25358399,60.20765307,2294,814,485,NA,thinned,1,21.95406908,49.23061853,3749,1883.5,0.248516947,CYTB,64,924,0.030128146,0.230205263,3.346,0.029437315,0.030128146,421.6000061,79448,44585,15412,0.193988521,-0.7819446,225.3999939,133638,100857,49140,0.367709783,-0.32502454
Rana muscosa,Endangered (EN),nonLC,Anura,Ranidae,Rana,3,3,87,14,15,350,1,2.3,2.3,larval,yes,9800,NA,permanent,aquatic,18,21,365,1460,long,no,no,yes,1,0.247571543,0.002418718,0.066632542,0.040833964,3772,41,1824.251892,953.3111812,228,-14,98.41081081,56.92656745,319,59,178.1016216,58.28830465,143,-72,31.98594595,53.95090378,883,86,578.92,158.0378129,169,17,104.9989189,28.44789037,20,0,5.716756757,4.876592899,100,56,74.69297297,9.852966917,457,41,289.1513514,77.65015346,79,4,28.26702703,17.62128793,113,8,40.20648649,21.4196263,450,41,282.3567568,76.67184438,173,104,135.9102703,18.36780169,56,40,44.69189189,3.442664136,7115,2960,5878.393514,644.0870656,419,135,269.3502703,65.04416176,87,-128,-31.19027027,47.61030156,372,185,300.5405405,30.32878509,146,-63,36.24972973,54.57106761,278,27,166.8897297,56.77775036,16113.09914,33.26009794,37.18074199,1726,261,74,NA,thinned,1,3.92064405,35.22041997,3731,1906.5,0.245152825,CYTB,9,313,0.01539039,0.399322222,4.234555556,0.015613408,0.01539039,669.7999878,5001,305669,4024,0.804639072,60.12157568,294.7999878,14534,1059730,13784,0.948396863,71.91385716
Rana okaloosae,Vulnerable (VU),nonLC,Anura,Ranidae,Rana,NA,NA,57,NA,NA,NA,1,NA,NA,larval,no,NA,NA,ephemeral,aquatic,NA,NA,365,365,long,no,yes,no,1,0.003389169,0.000354341,0.002235387,0.000871618,80,14,38.21052632,16.83650778,195,189,192.4210526,1.587647911,271,266,268.2894737,1.271472752,114,106,110.3157895,2.054727748,1580,1519,1542.789474,14.31906288,189,176,179.0789474,2.989907157,91,75,82.81578947,4.10573273,27,22,23.94736842,1.229092577,524,502,513.3684211,6.444864088,302,288,295.0526316,2.894051387,516,500,503.9736842,3.575342298,372,345,356.4210526,7.077301283,122,101,108.1052632,5.655848318,42,37,38.84210526,1.305421456,6289,6178,6240.605263,26.7304255,324,316,319.6315789,2.38713956,51,37,45.23684211,3.664543115,287,266,274.3947368,5.668974232,268,264,265.6842105,1.068094114,157,123,152.2368421,7.302107103,682.9472808,30.41397552,30.73873445,48,19,7,NA,corrected,1,0.32475893,30.57635499,66,47,0.003034828,CYTB,15,1143,0.009248201,0.223,12.3,0.008536585,0.009248201,261.3999939,2031,13136,814,0.400787789,5.467749877,261.3999939,2031,13136,814,0.400787789,5.467749877
Rana pipiens,Least Concern (LC),LC,Anura,Ranidae,Rana,1,2,111,9,645,7648,1,2,2,larval,yes,8000,NA,permanent,aquatic,2,17,180,365,long,no,no,yes,1,0.252986521,0,0.010219834,0.015962533,3953,-8,767.2513081,712.7996007,232,-54,46.32471072,41.2429741,335,43,176.8192417,31.47403221,141,-254,-93.83027946,64.57905589,1884,70,638.7604024,281.5294244,248,12,83.79139051,26.82429092,140,0,28.64808346,20.98105112,99,5,38.08587311,17.58187062,708,27,231.1403744,79.73884719,439,2,97.56385481,66.32719712,481,2,213.8899857,84.17785321,667,13,110.9620927,77.2327335,213,59,129.7253929,23.65692547,59,19,29.77848401,7.036058623,14963,2746,10498.94029,1892.712602,424,134,264.7652611,37.48306765,73,-333,-170.5267125,67.74846332,540,184,435.2919735,47.72240353,326,-135,139.7911663,63.61091358,271,-234,-48.54734794,99.1548127,6026770.248,8.401709744,61.2256279,20614,8041,3137,NA,thinned,1,52.82391816,34.81366882,3961,1972.5,0.252986521,CYTB,15,305,0.00389418,0.198478723,15.24766667,0.003174603,0.00389418,335.2000122,324346,73833,4357,0.013433186,-3.392967914,128,457761,162359,46282,0.101105162,-1.819437173
Rana pretiosa,Vulnerable (VU),nonLC,Anura,Ranidae,Rana,1,3,101,NA,598,997,1,2.2,2.2,larval,yes,1280.16,NA,permanent,aquatic,18,30,110,130,mid,no,yes,yes,1,0.166531309,4.53E-05,0.025878388,0.020002764,2511,0,926.1364082,609.9050611,119,-3,76.90947007,22.60032898,196,76,153.3407753,17.97302453,56,-61,7.622914622,27.42175671,2953,221,1176.486016,603.3833886,505,28,192.7593229,102.227163,56,4,19.67566241,9.992969623,76,34,57.7156526,9.416308023,1430,82,547.3545142,291.6164835,235,29,90.85255152,41.38858615,235,38,95.79587831,40.63894645,1335,73,505.1113837,272.7144053,181,79,129.3270363,24.64528756,48,33,42.98699706,2.632981507,7272,4170,5770.917076,678.0622814,319,161,253.5473503,24.04223207,17,-106,-42.35132483,35.2366823,380,207,295.8986752,45.14997273,60,-53,12.68473994,26.39097211,191,76,152.2217861,17.926746,62528.23458,40.80628199,49.36203767,1213,96,63,NA,thinned,1,8.55575568,45.08415983,2511,1255.5,0.166486009,CYTB,6,902,0.00443459,0.320408108,3.920459459,0.003769401,0.00443459,624.7999878,13738,6195,2330,0.169602562,-1.217594835,277.7999878,23771,180684,12896,0.542509781,6.601026461
Rana sphenocephala,Least Concern (LC),LC,Anura,Ranidae,Rana,1,3,127,9,1200,5000,5,1.5,1.8,larval,yes,5000,NA,generalist_aquatic,aquatic,4,14,50,75,short,no,yes,yes,1,0.102965139,0,0.002977962,0.003950382,1670,-14,157.7877102,125.8433088,244,76,160.5023977,30.14312715,293,164,254.99338,16.59950533,204,-50,57.95047777,46.6508124,1994,612,1206.402093,201.8337739,276,86,140.3456772,25.7596372,149,18,64.66131307,18.44820829,69,7,23.1737333,10.11191698,672,215,380.3225909,70.62568974,473,68,223.306345,58.15625641,660,152,325.5690385,84.06793378,520,68,272.3602394,97.94050584,150,68,126.618737,9.205775889,54,25,37.35353126,4.896372675,10634,2938,7631.177092,1295.637954,366,224,325.5002644,15.47745595,160,-120,-13.57577307,46.73131553,426,154,339.0760375,41.09993802,284,14,187.9237069,61.35501873,287,-50,132.1715913,88.94335406,2004555.487,24.94721466,42.08197944,11276,5789,2100,NA,thinned,1,17.13476478,33.51459705,1684,828,0.102965139,CYTB,36,1143,0.025199327,NA,NA,0.026223585,0.025199327,629.5999756,78755,7747,1198,0.015211733,-9.16587066,369.2000122,104825,17266,3429,0.032711662,-5.071180354
Rana sylvatica,Least Concern (LC),LC,Anura,Ranidae,Rana,1,2.7,83,5.2,500,3000,1,1.6,2.4,larval,yes,2530,477,ephemeral,aquatic,10,30,65,130,mid,no,yes,yes,1,0.357320994,0,0.01433201,0.022454334,5386,-25,528.2029787,439.7060164,168,-226,-14.13322476,57.59032456,264,-102,135.4702758,40.79156259,73,-339,-172.3313361,77.97851173,3503,113,593.260857,309.107798,511,25,82.76469978,30.74640001,154,3,27.3088703,20.97332121,102,6,42.44979522,16.76494456,1305,64,223.5122774,86.60911073,561,11,92.78939833,67.73031397,605,56,210.6224363,71.01603042,917,11,107.533076,83.34711053,184,55,108.7509028,15.50597294,43,15,23.94869216,4.778318944,16791,4611,12050.42184,2269.811464,344,-27,210.9993999,44.56300218,-2,-397,-242.251117,79.4443945,569,190,453.2505169,64.38178284,246,-128,116.5195691,52.49688474,263,-316,-111.0550774,85.93302318,9135971.781,33.0902997,71.39065462,20539,8006,3375,NA,thinned,1,38.30035492,52.24047716,5411,2680.5,0.357320994,CYTB,31,1143,0.036163556,0.050791071,7.333883721,0.037684961,0.036163556,315.6,337983,67011,12828,0.037954572,-4.043694319,113.4,599093,169915,47192,0.078772411,-2.52583939
Rana yavapaiensis,Least Concern (LC),LC,Anura,Ranidae,Rana,NA,NA,87,3,NA,NA,1,NA,NA,larval,yes,900,NA,permanent,aquatic,15,18,90,270,mid,no,no,yes,1,0.157129928,2.03E-20,0.021187363,0.01768677,2989,0,1136.737316,643.5532889,234,44,163.7242449,44.98754984,340,124,256.4530685,46.56661928,146,-29,75.80104867,43.73541878,781,51,338.0496271,145.6735471,177,8,63.87223986,33.77731071,19,0,6.183295178,4.035890145,123,32,59.13964995,16.19099655,384,22,153.036851,78.08577576,70,1,27.35787608,14.94400611,341,11,127.0472639,69.82684521,230,16,84.1569308,37.0744884,213,126,170.6647958,16.05177532,54,35,46.70733328,3.455062454,8882,5373,7108.631859,547.2246042,428,218,353.0247397,42.52388217,66,-121,-8.523890407,47.10407372,410,285,361.5486301,19.84596002,327,61,234.9745957,57.70379546,269,42,191.9500775,46.92285873,242877.5395,29.96001152,36.40045267,894,123,81,NA,thinned,1,6.44044115,33.1802321,2989,1494.5,0.157129928,CYTB,21,916,0.003046371,NA,NA,0.002183406,0.003046371,708.6,10905,5903,3443,0.315726731,-0.847365746,576.6,13622,9493,6056,0.444574952,-0.43495207
Rhyacotriton variegatus,Least Concern (LC),LC,Caudata,Rhyacotritonidae,Rhyacotriton,1.5,1.5,115,NA,11,11,1,2,2,larval,yes,2.2,NA,permanent,aquatic,193,220,1277.5,1277.5,long,no,yes,yes,1,0.139460057,0.000407668,0.032668438,0.022265085,2270,-1,635.437915,474.3698939,128,23,97.05312085,17.33480172,210,102,158.9966799,15.78170126,92,-38,42.98472776,24.04119746,3072,563,1511.021248,407.7122989,522,99,264.0411687,68.79779163,38,2,10.80976096,6.66954974,87,60,72.87948207,5.300760114,1482,280,751.438579,195.1923079,175,15,64.05876494,30.16345705,192,24,74.71613546,29.25505004,1385,263,704.0996016,183.5683355,177,72,126.0258964,21.34044999,60,42,49.0810093,3.188541931,6853,2015,4624.785525,991.9824257,343,182,249.5182603,30.22908216,51,-85,-6.344953519,27.66932769,373,132,255.8632138,48.71537941,96,-30,47.0690571,23.79029129,210,98,156.997012,16.35928975,47757.40092,38.88572235,45.27084284,1077,264,88,NA,thinned,1,6.38512049,42.0782826,2271,1134.5,0.139052389,CYTB,54,1141,0.024869593,0.511131579,4.211736842,0.025835476,0.024869593,884,3245,2025,733,0.225885978,-0.602469136,796.8,3764,2427,903,0.239904357,-0.550885867
Siren intermedia,Least Concern (LC),LC,Caudata,Sirenidae,Siren,2,2,686,25.7,130,1500,1,NA,NA,larval,no,600,NA,permanent,aquatic,45,75,NA,NA,NA,yes,yes,yes,1,0.054386981,0,0.002427113,0.002792151,1096,-4,115.9431406,94.10476887,239,76,173.1695489,28.47164325,310,194,262.4924949,15.79067986,166,-66,75.3968557,43.20374488,1994,424,1240.104286,235.2924844,221,75,142.5361782,24.42257895,142,11,66.61300767,18.54615879,72,9,22.29782894,7.953913331,596,157,384.2677148,69.37009854,455,44,235.0247052,57.83953336,589,111,320.3636534,86.7407955,520,48,301.7448063,97.23128068,150,76,126.8161145,9.698428962,49,24,38.52685757,4.227360305,10481,4717,7257.393506,1131.36061,384,260,331.5837732,14.7074159,107,-133,3.62676399,43.1687665,417,223,327.9570092,35.60568303,300,30,183.4016844,67.07104789,287,-66,163.7173311,84.26653909,961412.3878,25.36336641,43.22740966,1884,430,263,NA,thinned,1,17.86404325,34.29538804,1100,546,0.054386981,CYTB,15,1141,0.095669841,NA,NA,0.094174935,0.095669841,560.6,32496,1760,4,0.000123092,-17.46363636,278.6,67076,13912,1412,0.021050748,-3.821449109
Siren lacertina,Least Concern (LC),LC,Caudata,Sirenidae,Siren,3,4,978,25,100,1400,1,NA,NA,larval,yes,NA,NA,permanent,aquatic,60,60,NA,NA,NA,yes,yes,no,1,0.009449958,0,0.00132821,0.001165709,271,-14,46.82652529,40.60204519,244,127,186.3812359,25.31684613,290,233,262.344429,9.820155108,203,14,103.6748653,40.60589597,1651,616,1274.305102,128.9046669,276,92,163.0932991,32.47915909,94,19,62.94155223,13.15345423,69,8,29.80588389,13.67741092,672,236,448.7219277,85.52072006,330,86,218.6135929,40.64955416,660,166,438.9702764,84.05209341,432,99,277.3892317,65.63949986,143,68,125.3687207,10.7463039,54,30,42.84390753,4.868552972,8549,3021,6185.375978,1212.175167,349,301,325.6739093,7.678333408,159,-48,32.90487572,41.60966117,354,154,292.7690335,38.66229537,278,85,242.477968,51.88269958,213,14,152.9843994,35.26683511,418248.9505,24.94939315,38.99503234,966,365,191,NA,thinned,1,14.04563919,31.97221275,285,128.5,0.009449958,CYTB,6,1141,0.035050638,NA,NA,0.02866242,0.035050638,621.7999878,15461,1578,329,0.021279348,-8.797845374,474.7999878,20635,4613,863,0.041822147,-3.473227834
Spea bombifrons,Least Concern (LC),LC,Anura,Scaphiopodidae,Spea,2,2,64,13,300,2000,1,NA,NA,larval,yes,1000,NA,ephemeral,aquatic,1,1,13,20,short,no,yes,yes,1,0.187493771,0,0.009664643,0.01314021,3870,2,1089.220313,630.1188897,237,-48,102.5468917,50.30017991,309,49,217.6728541,39.43802212,168,-158,-15.91672756,66.21991607,1367,81,463.1248467,182.9927598,205,12,78.71735131,24.16174047,77,1,13.2818266,8.693611184,125,9,57.06973406,15.25652231,484,30,202.9053618,61.89741196,288,3,47.75616567,31.27913281,439,26,177.709685,56.41377092,288,6,52.60201738,33.42300067,213,83,152.2593105,18.1576786,57,25,37.0386643,6.640367562,13037,4797,9060.797786,1632.602055,402,143,311.4006903,34.17733944,107,-244,-100.0742229,63.6558417,514,224,411.4749132,43.57326925,299,-111,190.6917621,47.02803656,263,-149,9.540726048,81.23918622,2525493.517,24.722189,51.77229527,4347,1163,684,NA,thinned,1,27.05010627,38.24724214,3868,1936,0.187493771,CYTB,73,1140,0.002011744,NA,NA,0.002413273,0.002011744,424,101738,48434,24308,0.238927441,-1.100549201,181.3999939,183003,268983,70851,0.387157588,0.469828363
Spea multiplicata,Least Concern (LC),LC,Anura,Scaphiopodidae,Spea,2,3,65,13,1000,1000,1,NA,NA,larval,yes,NA,NA,ephemeral,aquatic,1,6,12,44,short,no,yes,yes,1,0.164286181,4.04E-05,0.017420861,0.017702339,4663,137,1497.559491,592.7045095,275,-29,150.8669424,42.97364918,340,33,232.0238826,37.94802217,251,-114,66.64296954,58.91473524,2163,81,432.4367576,184.8844231,464,12,83.58740333,43.95572635,54,1,9.240975647,6.1610837,125,11,66.79513136,22.97065072,1136,30,214.9376691,115.8999162,174,3,35.6061237,20.86303227,769,21,170.2269857,70.26009045,278,5,51.91060086,31.07519172,213,114,165.2990078,14.88551882,80,32,48.40319331,9.201263444,10080,843,6458.168387,2114.419084,428,103,324.4566006,34.38643203,152,-196,-22.99089409,58.53018366,478,154,347.4474947,57.11661623,327,-111,216.9412002,38.98225766,281,-114,114.2509547,65.82457286,1909224.124,17.46338876,39.70760564,4149,1393,698,NA,thinned,1,22.24421688,28.5854972,4526,2400,0.164245781,CYTB,17,790,0.009347925,0.0556,5.274666667,0.007843137,0.009347925,504.2000122,72867,56991,34359,0.471530322,-0.278570301,200,139093,121359,78335,0.563184344,-0.146128429
Taricha granulosa,Least Concern (LC),LC,Caudata,Salamandridae,Taricha,4,5,216,12,NA,NA,1,1.8,2,larval,yes,4.00E+05,NA,permanent,aquatic,20,26,120,365,mid,some,yes,yes,1,0.242941067,4.93E-05,0.038866569,0.029877503,3691,-2,620.7342389,471.0008914,171,-101,70.31503253,35.07515143,262,-16,139.4106457,31.66953543,111,-166,7.74424533,41.2374153,3829,237,1723.636914,622.5867482,556,38,267.0464178,91.44430507,156,1,47.12719248,35.85015392,97,16,54.66388921,15.68599883,1512,105,743.0580603,250.0505326,561,4,172.1784804,111.4333033,645,8,195.2828064,133.8337507,1455,96,657.2349427,229.9971339,178,42,96.8283301,29.3210954,61,25,38.59673553,7.741202468,8054,2015,5238.632843,930.7887118,369,47,211.4868546,49.86599889,72,-217,-34.21085873,41.53050897,373,132,245.6977134,44.72677767,111,-128,25.51816764,31.68297613,262,-96,129.4527261,45.28540832,372204.6688,36.87491458,60.49846108,8491,3002,684,NA,thinned,1,23.6235465,48.68668783,3693,1844.5,0.242891767,CYTB,27,1141,0.010546971,0.045210714,4.07725,0.009826672,0.010546971,627.4000244,21330,15546,6583,0.308626348,-0.372057121,390.7999878,29544,28792,11865,0.401604387,-0.026118366
Taricha rivularis,Least Concern (LC),LC,Caudata,Salamandridae,Taricha,4,10,194,30,6,16,1,2.4,2.7,larval,yes,12874.75,NA,permanent,aquatic,16,34,120,180,mid,no,yes,no,1,0.110662527,0.000444522,0.025256584,0.016412972,1472,0,397.8317757,214.6954154,147,83,119.9404206,11.19283195,221,135,175.7616822,18.77491742,92,30,70.08294393,11.13317108,1971,781,1328.911215,284.8615653,364,166,253.8422897,41.48768167,5,1,2.745327103,0.768138411,92,79,85.10163551,3.113103359,1020,427,699.5607477,140.2015627,42,9,21.14836449,8.094627322,64,10,35.30607477,12.73544616,995,427,683.8726636,130.3090125,173,73,136.5864486,20.92597934,61,48,53.33878505,3.036570922,6170,2015,4215.315421,909.6639652,347,182,269.2172897,36.10649589,51,-26,13.73130841,13.74122584,352,133,255.4859813,46.46779469,96,36,73.65537383,10.87899071,221,131,173.6857477,19.74653619,14148.74938,38.2964201,40.64352057,1047,274,44,NA,thinned,1,2.34710047,39.46997034,1472,736,0.110218005,CYTB,44,436,0.00077411,NA,NA,0.00109589,0.00077411,825.4000244,1031,1938,437,0.42386033,0.879728419,779.7999878,1161,2347,568,0.489233419,1.021533161
Taricha sierrae,Least Concern (LC),LC,Caudata,Salamandridae,Taricha,NA,NA,200,NA,11,22,NA,NA,NA,larval,yes,NA,NA,permanent,aquatic,14,52,90,120,mid,no,no,no,1,0.158236295,0.000595718,0.034900222,0.022637405,2463,65,790.5518072,503.293098,172,37,132.0475904,28.81462902,257,118,215.7789157,30.25507258,89,-27,56.39337349,24.78325728,1627,307,920.8578313,304.3900832,308,59,169.5668675,54.66789192,12,0,3.022891566,2.334469299,88,61,79.83614458,4.633358571,811,161,460.7385542,148.2283979,71,3,20.72831325,14.21323169,71,3,24.51024096,14.69396111,811,154,455.8578313,146.9653046,166,117,148.639759,8.123837178,47,41,44.78674699,1.226222541,6929,5486,6371.223494,265.4519683,371,211,323.7072289,32.09344134,32,-82,-4.289156627,25.26922194,357,275,327.9963855,13.45875261,106,-15,60.33855422,25.8873124,257,116,215.3120482,30.35576037,27794.18323,36.41387032,41.20671104,717,345,88,NA,thinned,1,4.79284072,38.81029068,2398,1264,0.157640577,CYTB,34,778,0.024021459,NA,NA,0.024550898,0.024021459,649.8,3800,6329,2969,0.781315789,0.665526316,385.2,6341,9431,5319,0.838826683,0.487304842
Taricha torosa,Least Concern (LC),LC,Caudata,Salamandridae,Taricha,3,3,197,21.8,21,160,1,2.3,2.3,larval,yes,NA,NA,permanent,aquatic,NA,NA,75,190,mid,some,yes,no,1,0.160248086,0.000215518,0.034122635,0.026020986,3291,-2,545.4091544,508.1702116,182,12,137.838225,21.28953627,266,86,198.4919637,24.87764758,136,-45,84.04542278,26.19703321,1474,64,635.0796646,244.2112798,256,15,127.9360587,48.78704661,14,0,1.534241789,1.446487424,104,56,87.71907757,5.156350908,737,35,342.8336827,127.8934217,57,0,9.347309574,6.721263589,74,1,15.94025157,9.554874409,692,34,336.613557,126.8055845,182,77,139.4231307,18.50054165,65,40,52.41474493,5.86724561,7025,1800,4561.109015,1256.315465,374,163,287.9972048,36.68877761,73,-100,20.42732355,25.63312519,357,148,267.5698812,49.20270125,140,-38,86.7962963,26.11633587,266,83,194.8221523,25.45032702,49305.29684,32.81601696,39.87431847,7533,3280,246,NA,thinned,1,7.05830151,36.34516772,3293,1644.5,0.160032568,CYTB,44,778,0.012730493,NA,NA,0.011046512,0.012730493,669.6,6611,10513,5019,0.75918923,0.590228407,551.6,8139,12451,6633,0.814964983,0.529794815
