Species,RoostCode,MaxCountInAnyYear,County,Region,Country
Natterer's bat,5100180,368,Somerset,South West,England
Natterer's bat,1090025,248,Derbyshire,East Midlands,England
Natterer's bat,1090061,225,Devon,South West,England
Natterer's bat,1090071,168,Dorset,South West,England
Natterer's bat,1090046,159,Leicestershire,East Midlands,England
Natterer's bat,1090044,158,Buckinghamshire,South East,England
Natterer's bat,1090053,141,East Riding of Yorkshire,Yorkshire and The Humber,England
Natterer's bat,1090036,138,Lincolnshire,East Midlands,England
Natterer's bat,5100270,136,Lincolnshire,East Midlands,England
Natterer's bat,5100308,132,Cumbria,North West,England
Natterer's bat,1090063,128,Norfolk,East of England,England
Natterer's bat,2090004,123,Argyll and Bute,Scotland,Scotland
Natterer's bat,1090026,117,Norfolk,East of England,England
Natterer's bat,1090012,117,Devon,South West,England
Natterer's bat,5100530,114,Derbyshire,East Midlands,England
Natterer's bat,1120652,113,North Yorkshire,Yorkshire and The Humber,England
Natterer's bat,1090043,110,Devon,South West,England
Natterer's bat,1090009,107,East Sussex,South East,England
Natterer's bat,1090003,106,Oxfordshire,South East,England
Natterer's bat,3090001,103,Ceredigion,Wales,Wales
Natterer's bat,2090005,103,South Lanarkshire,Scotland,Scotland
Natterer's bat,1090051,100,Worcestershire,West Midlands,England
Natterer's bat,1090078,97,East Riding of Yorkshire,Yorkshire and The Humber,England
Natterer's bat,2090006,94,Glasgow City,Scotland,Scotland
Natterer's bat,1090023,89,Leicestershire,East Midlands,England
Natterer's bat,1090065,88,Norfolk,East of England,England
Natterer's bat,2090001,87,Stirling,Scotland,Scotland
Natterer's bat,1090011,87,Northamptonshire,East Midlands,England
Natterer's bat,1090028,85,East Riding of Yorkshire,Yorkshire and The Humber,England
Natterer's bat,1090072,85,Hertfordshire,East of England,England
Natterer's bat,1090037,85,Derbyshire,East Midlands,England
Natterer's bat,1090082,84,Devon,South West,England
Natterer's bat,1090070,81,Leicestershire,East Midlands,England
Natterer's bat,1090024,80,Somerset,South West,England
Natterer's bat,1090056,80,Devon,South West,England
Natterer's bat,1090014,77,Oxfordshire,South East,England
Natterer's bat,5100545,76,Hampshire,South East,England
Natterer's bat,1090038,73,Northumberland,North East,England
Natterer's bat,1090019,72,Cumbria,North West,England
Natterer's bat,5100994,71,Norfolk,East of England,England
Natterer's bat,2090002,69,Highland,Scotland,Scotland
Natterer's bat,1090042,68,North Yorkshire,Yorkshire and The Humber,England
Natterer's bat,1090069,67,Devon,South West,England
Natterer's bat,1090039,64,East Riding of Yorkshire,Yorkshire and The Humber,England
Natterer's bat,2090007,62,Highland,Scotland,Scotland
Natterer's bat,1090034,60,Oxfordshire,South East,England
Natterer's bat,5100754,60,Leicestershire,East Midlands,England
Natterer's bat,1090031,60,Hampshire,South East,England
Natterer's bat,1090015,59,Northumberland,North East,England
Natterer's bat,1090074,56,Leicestershire,East Midlands,England
Natterer's bat,1090055,55,East Sussex,South East,England
Natterer's bat,1090002,54,West Sussex,South East,England
Natterer's bat,1090029,53,Leicestershire,East Midlands,England
Natterer's bat,5100753,53,Leicestershire,East Midlands,England
Natterer's bat,1090059,52,Hertfordshire,East of England,England
Natterer's bat,1090047,51,Rutland,East Midlands,England
Natterer's bat,1090067,51,Leicester,East Midlands,England
Natterer's bat,1090066,50,North Yorkshire,Yorkshire and The Humber,England
Natterer's bat,1090060,50,Oxfordshire,South East,England
Natterer's bat,1090016,50,Lancashire,North West,England
Natterer's bat,1090005,49,Oxfordshire,South East,England
Natterer's bat,1090007,48,Northamptonshire,East Midlands,England
Natterer's bat,1090058,47,Hertfordshire,East of England,England
Natterer's bat,1090045,46,Oxfordshire,South East,England
Natterer's bat,5100264,45,Nottinghamshire,East Midlands,England
Natterer's bat,5101084,45,Norfolk,East of England,England
Natterer's bat,1090057,44,Leicestershire,East Midlands,England
Natterer's bat,1090010,44,Shropshire,West Midlands,England
Natterer's bat,5100299,44,Somerset,South West,England
Natterer's bat,5100174,42,Staffordshire,West Midlands,England
Natterer's bat,5100697,42,Northumberland,North East,England
Natterer's bat,3090005,42,Ceredigion,Wales,Wales
Natterer's bat,1090041,42,Lincolnshire,East Midlands,England
Natterer's bat,1090022,39,Somerset,South West,England
Natterer's bat,1090017,39,South Yorkshire,Yorkshire and The Humber,England
Natterer's bat,1090075,38,Devon,South West,England
Natterer's bat,1090004,37,Oxfordshire,South East,England
Natterer's bat,1090081,36,Devon,South West,England
Natterer's bat,1090021,34,Cumbria,North West,England
Natterer's bat,5100431,34,Lincolnshire,East Midlands,England
Natterer's bat,5100045,34,Denbighshire,Wales,Wales
Natterer's bat,5100953,33,Somerset,South West,England
Natterer's bat,1090068,33,Leicestershire,East Midlands,England
Natterer's bat,1090076,31,Oxfordshire,South East,England
Natterer's bat,1090027,29,East Riding of Yorkshire,Yorkshire and The Humber,England
Natterer's bat,1090006,28,Redcar and Cleveland,North East,England
Natterer's bat,1090050,26,Hampshire,South East,England
Natterer's bat,1090064,25,Lincolnshire,East Midlands,England
Natterer's bat,3090003,25,Powys,Wales,Wales
Natterer's bat,1090020,24,North Yorkshire,Yorkshire and The Humber,England
Natterer's bat,1090080,24,Oxfordshire,South East,England
Natterer's bat,5100533,20,Fermanagh,Northern Ireland,Northern Ireland
Natterer's bat,1090049,19,Northumberland,North East,England
Natterer's bat,1090054,18,Hampshire,South East,England
Natterer's bat,5100134,17,Wiltshire,South West,England
Natterer's bat,2090003,11,Perth and Kinross,Scotland,Scotland
Natterer's bat,1090062,10,Hartlepool,North East,England
Natterer's bat,1090030,10,Essex,East of England,England
Natterer's bat,1090013,9,Derbyshire,East Midlands,England
Natterer's bat,1090040,9,Kent,South East,England
Natterer's bat,1090018,9,South Yorkshire,Yorkshire and The Humber,England
Natterer's bat,1090001,9,West Sussex,South East,England
Natterer's bat,1090077,9,Oxfordshire,South East,England
Natterer's bat,1090008,7,East Sussex,South East,England
Natterer's bat,3090002,6,Carmarthenshire,Wales,Wales
Natterer's bat,3090004,2,Powys,Wales,Wales
Natterer's bat,1090079,2,North Yorkshire,Yorkshire and The Humber,England
Noctule,1110002,174,Cambridgeshire,East of England,England
Noctule,1110013,141,Bath and North East Somerset,South West,England
Noctule,1110006,111,Cumbria,North West,England
Noctule,1110003,75,East Sussex,South East,England
Noctule,1110005,61,Kent,South East,England
Noctule,1110001,54,Somerset,South West,England
Noctule,1110004,54,Isle of Wight,South East,England
Noctule,1110007,50,Rutland,East Midlands,England
Noctule,1110009,48,Leicestershire,East Midlands,England
Noctule,5100278,38,Cornwall,South West,England
Noctule,5100331,31,Hampshire,South East,England
Noctule,5101027,25,Reading,South East,England
Noctule,5100127,22,Somerset,South West,England
Noctule,1110011,17,Leicestershire,East Midlands,England
Noctule,1110008,17,Cumbria,North West,England
Noctule,1110010,16,Leicestershire,East Midlands,England
Noctule,5101115,14,Lancashire,North West,England
Noctule,1110012,11,West Berkshire,South East,England
Pipistrelle species,2120123,1331,West Dunbartonshire,Scotland,Scotland
Pipistrelle species,1120874,865,Lincolnshire,East Midlands,England
Pipistrelle species,5100956,850,Stirling,Scotland,Scotland
Pipistrelle species,5100189,701,Pembrokeshire,Wales,Wales
Pipistrelle species,2120121,680,Highland,Scotland,Scotland
Pipistrelle species,3120078,680,Wrexham,Wales,Wales
Pipistrelle species,4120001,662,Down,Northern Ireland,Northern Ireland
Pipistrelle species,1121155,649,Lancashire,North West,England
Pipistrelle species,3120101,610,Ceredigion,Wales,Wales
Pipistrelle species,1121123,608,Somerset,South West,England
Pipistrelle species,5100572,567,North Ayrshire,Scotland,Scotland
Pipistrelle species,3120102,541,Pembrokeshire,Wales,Wales
Pipistrelle species,1120651,535,Redcar and Cleveland,North East,England
Pipistrelle species,2120022,529,East Lothian,Scotland,Scotland
Pipistrelle species,3120092,528,Ceredigion,Wales,Wales
Pipistrelle species,1120910,528,Isle of Wight,South East,England
Pipistrelle species,1120066,528,Kent,South East,England
Pipistrelle species,2120195,527,Angus,Scotland,Scotland
Pipistrelle species,3120066,519,Pembrokeshire,Wales,Wales
Pipistrelle species,3120030,511,Carmarthenshire,Wales,Wales
Pipistrelle species,1120513,500,Worcestershire,West Midlands,England
Pipistrelle species,3120053,500,Carmarthenshire,Wales,Wales
Pipistrelle species,5100791,499,Scottish Borders,Scotland,Scotland
Pipistrelle species,4120006,450,Down,Northern Ireland,Northern Ireland
Pipistrelle species,1120893,438,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,5100894,435,East Ayrshire,Scotland,Scotland
Pipistrelle species,4120008,427,Antrim,Northern Ireland,Northern Ireland
Pipistrelle species,1120726,411,West Sussex,South East,England
Pipistrelle species,1120864,409,Dorset,South West,England
Pipistrelle species,2120053,406,Fife,Scotland,Scotland
Pipistrelle species,5100474,404,Aberdeenshire,Scotland,Scotland
Pipistrelle species,1121069,400,Gloucestershire,South West,England
Pipistrelle species,1120938,399,West Sussex,South East,England
Pipistrelle species,1120869,396,Suffolk,East of England,England
Pipistrelle species,1120959,384,Cumbria,North West,England
Pipistrelle species,1120542,384,Bedfordshire,East of England,England
Pipistrelle species,1121247,376,Nottinghamshire,East Midlands,England
Pipistrelle species,5100476,366,Down,Northern Ireland,Northern Ireland
Pipistrelle species,1120950,363,Kent,South East,England
Pipistrelle species,1120442,363,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,5100354,357,Fermanagh,Northern Ireland,Northern Ireland
Pipistrelle species,2120214,355,East Lothian,Scotland,Scotland
Pipistrelle species,2120058,354,Highland,Scotland,Scotland
Pipistrelle species,1120380,353,West Berkshire,South East,England
Pipistrelle species,1120357,347,Hampshire,South East,England
Pipistrelle species,5100542,346,Powys,Wales,Wales
Pipistrelle species,5100658,337,Aberdeen City,Scotland,Scotland
Pipistrelle species,3120096,335,Carmarthenshire,Wales,Wales
Pipistrelle species,3120014,334,Gwynedd,Wales,Wales
Pipistrelle species,2120002,332,Stirling,Scotland,Scotland
Pipistrelle species,5100206,328,Lancashire,North West,England
Pipistrelle species,1120366,323,Suffolk,East of England,England
Pipistrelle species,1120383,318,Dorset,South West,England
Pipistrelle species,1121183,315,Nottinghamshire,East Midlands,England
Pipistrelle species,2120239,313,South Lanarkshire,Scotland,Scotland
Pipistrelle species,1120477,294,Oxfordshire,South East,England
Pipistrelle species,2120037,293,Aberdeenshire,Scotland,Scotland
Pipistrelle species,5100401,286,Cardiff,Wales,Wales
Pipistrelle species,1120373,285,Devon,South West,England
Pipistrelle species,1120936,278,East Sussex,South East,England
Pipistrelle species,1120382,276,Norfolk,East of England,England
Pipistrelle species,5100591,268,Cumbria,North West,England
Pipistrelle species,1120287,263,Oxfordshire,South East,England
Pipistrelle species,4120026,262,Omagh,Northern Ireland,Northern Ireland
Pipistrelle species,5100593,261,Down,Northern Ireland,Northern Ireland
Pipistrelle species,5100930,259,Scottish Borders,Scotland,Scotland
Pipistrelle species,3120021,258,Denbighshire,Wales,Wales
Pipistrelle species,1120345,256,Norfolk,East of England,England
Pipistrelle species,1120401,253,Devon,South West,England
Pipistrelle species,1121010,251,Rutland,East Midlands,England
Pipistrelle species,1120307,250,West Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1121150,245,Hampshire,South East,England
Pipistrelle species,5100155,245,West Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,3120089,244,Pembrokeshire,Wales,Wales
Pipistrelle species,1120939,244,Lancashire,North West,England
Pipistrelle species,1120149,244,Devon,South West,England
Pipistrelle species,1120468,242,Wiltshire,South West,England
Pipistrelle species,1120259,240,South Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120128,234,East Riding of Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120975,228,West Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120265,224,Hampshire,South East,England
Pipistrelle species,1120978,223,East Sussex,South East,England
Pipistrelle species,1121133,222,Cumbria,North West,England
Pipistrelle species,5100417,221,Pembrokeshire,Wales,Wales
Pipistrelle species,5100323,219,North Lincolnshire,Yorkshire and The Humber,England
Pipistrelle species,1120918,219,Hampshire,South East,England
Pipistrelle species,5100996,216,Carmarthenshire,Wales,Wales
Pipistrelle species,2120248,215,Renfrewshire,Scotland,Scotland
Pipistrelle species,2120078,213,Aberdeenshire,Scotland,Scotland
Pipistrelle species,4120007,210,Down,Northern Ireland,Northern Ireland
Pipistrelle species,1120615,205,Kent,South East,England
Pipistrelle species,5100582,203,Devon,South West,England
Pipistrelle species,1121210,199,West Sussex,South East,England
Pipistrelle species,5100716,197,Down,Northern Ireland,Northern Ireland
Pipistrelle species,1120118,196,West Sussex,South East,England
Pipistrelle species,1120416,195,County Durham,North East,England
Pipistrelle species,1120637,195,Somerset,South West,England
Pipistrelle species,1120192,191,Hampshire,South East,England
Pipistrelle species,2120031,191,Argyll and Bute,Scotland,Scotland
Pipistrelle species,1121173,191,Cheshire,North West,England
Pipistrelle species,5100497,190,West Sussex,South East,England
Pipistrelle species,4120031,187,Antrim,Northern Ireland,Northern Ireland
Pipistrelle species,1120928,187,Hertfordshire,East of England,England
Pipistrelle species,4120016,183,Antrim,Northern Ireland,Northern Ireland
Pipistrelle species,1120964,183,Hampshire,South East,England
Pipistrelle species,1120845,182,Surrey,South East,England
Pipistrelle species,2120241,181,Fife,Scotland,Scotland
Pipistrelle species,1120384,177,Herefordshire,West Midlands,England
Pipistrelle species,1120958,176,Cheshire,North West,England
Pipistrelle species,1120300,176,Staffordshire,West Midlands,England
Pipistrelle species,1120214,173,Lancashire,North West,England
Pipistrelle species,1120904,173,Isle of Wight,South East,England
Pipistrelle species,1120171,172,Shropshire,West Midlands,England
Pipistrelle species,2120236,172,Highland,Scotland,Scotland
Pipistrelle species,1120417,171,County Durham,North East,England
Pipistrelle species,1120925,171,South Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120463,169,Dorset,South West,England
Pipistrelle species,1120856,169,Lancashire,North West,England
Pipistrelle species,1120970,169,Rutland,East Midlands,England
Pipistrelle species,2120187,168,Dumfries and Galloway,Scotland,Scotland
Pipistrelle species,1120899,166,Nottinghamshire,East Midlands,England
Pipistrelle species,1120146,165,West Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,5100052,164,Redcar and Cleveland,North East,England
Pipistrelle species,4120003,163,Down,Northern Ireland,Northern Ireland
Pipistrelle species,5100657,161,Greater London,London,England
Pipistrelle species,1120931,160,Peterborough,East of England,England
Pipistrelle species,1120083,160,Northamptonshire,East Midlands,England
Pipistrelle species,1120469,158,Wiltshire,South West,England
Pipistrelle species,1120892,158,Surrey,South East,England
Pipistrelle species,1120985,157,Derbyshire,East Midlands,England
Pipistrelle species,4120018,156,Antrim,Northern Ireland,Northern Ireland
Pipistrelle species,1120494,156,Surrey,South East,England
Pipistrelle species,2120105,156,Argyll and Bute,Scotland,Scotland
Pipistrelle species,1120755,156,West Sussex,South East,England
Pipistrelle species,1120531,156,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120867,155,Kent,South East,England
Pipistrelle species,1120979,154,Leicestershire,East Midlands,England
Pipistrelle species,1120907,153,Isle of Wight,South East,England
Pipistrelle species,1120439,151,Devon,South West,England
Pipistrelle species,1121212,151,Buckinghamshire,South East,England
Pipistrelle species,3120080,150,Carmarthenshire,Wales,Wales
Pipistrelle species,1120871,150,Lincolnshire,East Midlands,England
Pipistrelle species,1120411,149,Tyne and Wear,North East,England
Pipistrelle species,1120508,149,Leicestershire,East Midlands,England
Pipistrelle species,2120054,147,Perth and Kinross,Scotland,Scotland
Pipistrelle species,2120125,146,Glasgow City,Scotland,Scotland
Pipistrelle species,1120403,146,Oxfordshire,South East,England
Pipistrelle species,5100674,144,Northumberland,North East,England
Pipistrelle species,1120426,144,County Durham,North East,England
Pipistrelle species,5101092,144,Down,Northern Ireland,Northern Ireland
Pipistrelle species,1120657,141,Buckinghamshire,South East,England
Pipistrelle species,5100289,140,Scottish Borders,Scotland,Scotland
Pipistrelle species,1120736,140,Lancashire,North West,England
Pipistrelle species,5101023,139,Gloucestershire,South West,England
Pipistrelle species,1120981,138,Leicestershire,East Midlands,England
Pipistrelle species,1120413,137,County Durham,North East,England
Pipistrelle species,2120019,136,Highland,Scotland,Scotland
Pipistrelle species,1120435,136,Warwickshire,West Midlands,England
Pipistrelle species,1120927,135,Suffolk,East of England,England
Pipistrelle species,1120799,134,Gloucestershire,South West,England
Pipistrelle species,1120444,133,Norfolk,East of England,England
Pipistrelle species,1120033,133,Suffolk,East of England,England
Pipistrelle species,5100168,133,Fermanagh,Northern Ireland,Northern Ireland
Pipistrelle species,1121255,133,Shropshire,West Midlands,England
Pipistrelle species,1120555,132,East Sussex,South East,England
Pipistrelle species,1120177,132,Devon,South West,England
Pipistrelle species,1120450,131,Surrey,South East,England
Pipistrelle species,2120016,131,Highland,Scotland,Scotland
Pipistrelle species,5101009,131,Norfolk,East of England,England
Pipistrelle species,1121248,130,Nottinghamshire,East Midlands,England
Pipistrelle species,3120005,130,Powys,Wales,Wales
Pipistrelle species,1120090,129,Nottinghamshire,East Midlands,England
Pipistrelle species,3120058,128,Powys,Wales,Wales
Pipistrelle species,1120567,128,Kent,South East,England
Pipistrelle species,1120174,128,Kent,South East,England
Pipistrelle species,1121261,127,Hampshire,South East,England
Pipistrelle species,1120028,127,Devon,South West,England
Pipistrelle species,5100751,127,Angus,Scotland,Scotland
Pipistrelle species,1120453,126,County Durham,North East,England
Pipistrelle species,1120179,126,Staffordshire,West Midlands,England
Pipistrelle species,1120913,125,Isle of Wight,South East,England
Pipistrelle species,1120645,125,Norfolk,East of England,England
Pipistrelle species,2120042,125,Argyll and Bute,Scotland,Scotland
Pipistrelle species,1120881,122,Lincolnshire,East Midlands,England
Pipistrelle species,1120995,122,Isle of Wight,South East,England
Pipistrelle species,1121081,122,Somerset,South West,England
Pipistrelle species,1121182,121,Nottinghamshire,East Midlands,England
Pipistrelle species,1121203,121,Derbyshire,East Midlands,England
Pipistrelle species,1120371,121,Hertfordshire,East of England,England
Pipistrelle species,1120550,120,Kent,South East,England
Pipistrelle species,1120440,120,Shropshire,West Midlands,England
Pipistrelle species,1120851,120,Northamptonshire,East Midlands,England
Pipistrelle species,2120023,119,East Lothian,Scotland,Scotland
Pipistrelle species,1120491,119,Staffordshire,West Midlands,England
Pipistrelle species,1120889,117,Cornwall,South West,England
Pipistrelle species,3120094,117,Ceredigion,Wales,Wales
Pipistrelle species,5100515,117,West Sussex,South East,England
Pipistrelle species,1120037,116,Greater London,London,England
Pipistrelle species,1120854,115,Redcar and Cleveland,North East,England
Pipistrelle species,2120075,114,North Lanarkshire,Scotland,Scotland
Pipistrelle species,5100663,114,County Durham,North East,England
Pipistrelle species,1120717,114,Cornwall,South West,England
Pipistrelle species,1120947,113,Essex,East of England,England
Pipistrelle species,1120933,113,West Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120700,112,Cumbria,North West,England
Pipistrelle species,1120861,112,Leicestershire,East Midlands,England
Pipistrelle species,1120354,112,Warwickshire,West Midlands,England
Pipistrelle species,1120360,112,Leicestershire,East Midlands,England
Pipistrelle species,1120110,111,Warwickshire,West Midlands,England
Pipistrelle species,1120791,110,Essex,East of England,England
Pipistrelle species,5100443,110,Highland,Scotland,Scotland
Pipistrelle species,1120924,109,Hampshire,South East,England
Pipistrelle species,3120086,108,Carmarthenshire,Wales,Wales
Pipistrelle species,1120730,108,Surrey,South East,England
Pipistrelle species,1120990,107,Isle of Wight,South East,England
Pipistrelle species,1121198,107,Derbyshire,East Midlands,England
Pipistrelle species,1120434,107,Dorset,South West,England
Pipistrelle species,1120790,107,York,Yorkshire and The Humber,England
Pipistrelle species,1120589,106,Devon,South West,England
Pipistrelle species,1120969,106,Cumbria,North West,England
Pipistrelle species,2120148,106,Glasgow City,Scotland,Scotland
Pipistrelle species,1120914,105,Isle of Wight,South East,England
Pipistrelle species,1120520,104,Warwickshire,West Midlands,England
Pipistrelle species,1120238,104,Suffolk,East of England,England
Pipistrelle species,5100010,104,Antrim,Northern Ireland,Northern Ireland
Pipistrelle species,1120262,104,Tyne and Wear,North East,England
Pipistrelle species,1120134,103,Somerset,South West,England
Pipistrelle species,1120915,103,Isle of Wight,South East,England
Pipistrelle species,2120067,103,Highland,Scotland,Scotland
Pipistrelle species,1121147,103,West Sussex,South East,England
Pipistrelle species,1121277,102,West Sussex,South East,England
Pipistrelle species,1120742,101,Leicestershire,East Midlands,England
Pipistrelle species,1120609,101,Kent,South East,England
Pipistrelle species,1120923,101,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,4120024,100,Down,Northern Ireland,Northern Ireland
Pipistrelle species,1120878,100,Lincolnshire,East Midlands,England
Pipistrelle species,1120942,100,Lincolnshire,East Midlands,England
Pipistrelle species,3120011,100,Powys,Wales,Wales
Pipistrelle species,1120862,98,Suffolk,East of England,England
Pipistrelle species,1120283,98,Somerset,South West,England
Pipistrelle species,2120032,98,Argyll and Bute,Scotland,Scotland
Pipistrelle species,1120071,98,Lancashire,North West,England
Pipistrelle species,1121196,98,Lincolnshire,East Midlands,England
Pipistrelle species,1120631,97,Derbyshire,East Midlands,England
Pipistrelle species,5100560,97,Powys,Wales,Wales
Pipistrelle species,1120906,97,Isle of Wight,South East,England
Pipistrelle species,1120391,97,West Midlands,West Midlands,England
Pipistrelle species,1120716,96,Cornwall,South West,England
Pipistrelle species,5100378,96,Buckinghamshire,South East,England
Pipistrelle species,2120238,95,Dumfries and Galloway,Scotland,Scotland
Pipistrelle species,2120216,95,Dumfries and Galloway,Scotland,Scotland
Pipistrelle species,1120053,95,Isle of Wight,South East,England
Pipistrelle species,1120356,95,Devon,South West,England
Pipistrelle species,1120897,95,Oxfordshire,South East,England
Pipistrelle species,1120483,95,Staffordshire,West Midlands,England
Pipistrelle species,1120221,94,Wiltshire,South West,England
Pipistrelle species,1120868,94,Cornwall,South West,England
Pipistrelle species,1120351,93,Kent,South East,England
Pipistrelle species,1120529,93,Leicestershire,East Midlands,England
Pipistrelle species,1120162,93,Hertfordshire,East of England,England
Pipistrelle species,1120290,93,West Sussex,South East,England
Pipistrelle species,1120961,92,Nottinghamshire,East Midlands,England
Pipistrelle species,5100009,92,Antrim,Northern Ireland,Northern Ireland
Pipistrelle species,1120446,92,Warwickshire,West Midlands,England
Pipistrelle species,1120334,91,Herefordshire,West Midlands,England
Pipistrelle species,4120027,91,Down,Northern Ireland,Northern Ireland
Pipistrelle species,5101109,91,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120048,91,East Riding of Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,5101065,91,Suffolk,East of England,England
Pipistrelle species,1120919,90,Norfolk,East of England,England
Pipistrelle species,1121005,90,Kent,South East,England
Pipistrelle species,1120951,90,Kent,South East,England
Pipistrelle species,1121086,89,Lancashire,North West,England
Pipistrelle species,1120872,89,Lincolnshire,East Midlands,England
Pipistrelle species,1120367,89,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,5100434,89,Shropshire,West Midlands,England
Pipistrelle species,5100055,88,Oxfordshire,South East,England
Pipistrelle species,1120805,88,Essex,East of England,England
Pipistrelle species,1120932,88,Cambridgeshire,East of England,England
Pipistrelle species,2120103,87,Perth and Kinross,Scotland,Scotland
Pipistrelle species,3120113,86,Monmouthshire,Wales,Wales
Pipistrelle species,3120076,86,The Vale of Glamorgan,Wales,Wales
Pipistrelle species,1120296,85,East Sussex,South East,England
Pipistrelle species,1120972,85,Northamptonshire,East Midlands,England
Pipistrelle species,1120306,85,Essex,East of England,England
Pipistrelle species,1120953,84,Kent,South East,England
Pipistrelle species,5100683,84,Staffordshire,West Midlands,England
Pipistrelle species,5100344,84,Argyll and Bute,Scotland,Scotland
Pipistrelle species,1120122,84,Leicestershire,East Midlands,England
Pipistrelle species,3120099,83,Carmarthenshire,Wales,Wales
Pipistrelle species,5101081,83,Hampshire,South East,England
Pipistrelle species,1120905,82,Isle of Wight,South East,England
Pipistrelle species,1120894,82,Cambridgeshire,East of England,England
Pipistrelle species,1120003,82,Cornwall,South West,England
Pipistrelle species,5100172,82,Somerset,South West,England
Pipistrelle species,1120158,81,Suffolk,East of England,England
Pipistrelle species,1120394,81,Kent,South East,England
Pipistrelle species,2120040,80,Highland,Scotland,Scotland
Pipistrelle species,1120063,80,Kent,South East,England
Pipistrelle species,1121271,80,West Sussex,South East,England
Pipistrelle species,1120689,80,Redcar and Cleveland,North East,England
Pipistrelle species,5100707,79,Cornwall,South West,England
Pipistrelle species,5100259,79,Peterborough,East of England,England
Pipistrelle species,1120966,78,Lincolnshire,East Midlands,England
Pipistrelle species,1120486,78,West Midlands,West Midlands,England
Pipistrelle species,5100772,78,East Lothian,Scotland,Scotland
Pipistrelle species,1120828,78,Suffolk,East of England,England
Pipistrelle species,1120620,78,East Riding of Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120026,78,Devon,South West,England
Pipistrelle species,5100209,78,Staffordshire,West Midlands,England
Pipistrelle species,1120349,78,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120999,77,Isle of Wight,South East,England
Pipistrelle species,1120984,77,Essex,East of England,England
Pipistrelle species,1120793,77,Essex,East of England,England
Pipistrelle species,1120900,76,Kent,South East,England
Pipistrelle species,1120685,76,Devon,South West,England
Pipistrelle species,1121273,76,Essex,East of England,England
Pipistrelle species,1120749,76,Cumbria,North West,England
Pipistrelle species,1120070,75,Lancashire,North West,England
Pipistrelle species,1120859,75,Surrey,South East,England
Pipistrelle species,5100609,75,Cumbria,North West,England
Pipistrelle species,1120377,75,Devon,South West,England
Pipistrelle species,1120256,75,Wiltshire,South West,England
Pipistrelle species,1120818,75,East Riding of Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,5100224,74,Essex,East of England,England
Pipistrelle species,1120806,74,Kent,South East,England
Pipistrelle species,1120842,74,Hampshire,South East,England
Pipistrelle species,1120132,73,Hertfordshire,East of England,England
Pipistrelle species,1120885,73,Lincolnshire,East Midlands,England
Pipistrelle species,1120055,73,Isle of Wight,South East,England
Pipistrelle species,1120873,73,Lincolnshire,East Midlands,England
Pipistrelle species,2120076,73,North Lanarkshire,Scotland,Scotland
Pipistrelle species,1120095,73,Somerset,South West,England
Pipistrelle species,2120235,73,Clackmannanshire,Scotland,Scotland
Pipistrelle species,1121052,72,Lancashire,North West,England
Pipistrelle species,5100963,72,Devon,South West,England
Pipistrelle species,1121067,72,Nottinghamshire,East Midlands,England
Pipistrelle species,1120240,72,Kent,South East,England
Pipistrelle species,1120101,71,West Sussex,South East,England
Pipistrelle species,1120532,71,Kent,South East,England
Pipistrelle species,2120085,71,North Ayrshire,Scotland,Scotland
Pipistrelle species,1120866,70,Buckinghamshire,South East,England
Pipistrelle species,1120863,70,Suffolk,East of England,England
Pipistrelle species,1121000,70,Isle of Wight,South East,England
Pipistrelle species,1120882,70,North Lincolnshire,Yorkshire and The Humber,England
Pipistrelle species,1120616,70,Derbyshire,East Midlands,England
Pipistrelle species,1121085,70,Surrey,South East,England
Pipistrelle species,1121033,69,Northamptonshire,East Midlands,England
Pipistrelle species,4120022,69,Down,Northern Ireland,Northern Ireland
Pipistrelle species,1120080,69,Norfolk,East of England,England
Pipistrelle species,1121225,69,Hertfordshire,East of England,England
Pipistrelle species,1121195,69,Lincolnshire,East Midlands,England
Pipistrelle species,5100638,69,Isle of Man,Isle of Man,British Crown Dependencies
Pipistrelle species,5100076,68,Wiltshire,South West,England
Pipistrelle species,1120145,68,Hertfordshire,East of England,England
Pipistrelle species,2120071,68,Aberdeenshire,Scotland,Scotland
Pipistrelle species,5100993,68,Redcar and Cleveland,North East,England
Pipistrelle species,1120034,68,Gloucestershire,South West,England
Pipistrelle species,1120614,68,Tyne and Wear,North East,England
Pipistrelle species,2120047,66,Highland,Scotland,Scotland
